marca,modelo,AÑO,PCD,Diametro de rin,ancho de rin
hiunday,i35,2010-2016,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
hiunday,i40,2011-2016,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
hiunday,tucson,2004-2010,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
honda,civic,2006-2012,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
jac,b cross,2014-2016,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
jac,j5,2010-2014,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
jac,rein,2012-2016,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
jeep,wrangler,1987-2006,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
kia,cerato,2008-2016,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
kia,koup race,2013-2016,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
kia,sedona,1998-2006,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
kia,sorento,2010-2016,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
kia,sportage,2004-2016,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
land rover,freelander,1998-2006,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
mazda,5,2005-2016,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
mazda,6,2008-2016,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
mazda,b 2600,1994-2006,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
mitsubishi,asx,2010-2012,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
nissan,sentra,2013-2016,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
renault,duster,2010-2016,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
renault,fluence,2010-2016,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
renault,megane,2009-2016,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
renault,trafic,2014-2016,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
subaru,impreza,2006-2007,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
subaru,outback,2015-2016,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
suzuki,new gran vitara,2005-2016,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
brilliance,h220,2012-2016,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
seat,ibiza,2003-2016,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
seat,toledo,1993-2004,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
skoda,praktik,2003-2016,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
skoda,rapid,2012-2016,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
skoda,roomster,2006-2015,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
subaru,forester,1997-2016,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
toyota,corolla,2003-2016,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
volkswagen,crossfox,2010-2016,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
volkswagen,vento,2010-2016,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
chery,xcross,2011-2016,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
chrysler,gran caravan,1991-2001,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
daewoo,leganza,2000-2003,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
daihatsu,terios,1997-2005,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
geely,ec7,2010-2016,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
haima,3,2011-2016,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
haima,freema,2011-2016,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
hiunday,elantra,2006-2016,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
kia,carens rondo,2006-2016,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
kia,carnival,1999-2005,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
kia,soul,2008-2016,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
lifan,x60,2010-2015,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
mazda,3,2003-2016,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
mazda,b 2200,1994-2006,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
renault,scenic,2009-2016,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
suzuki,ertiga,2010-2016,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
suzuki,sx4,2006-2016,"5x100-5x114,3",18,"8-8,5-9-9,5-10"
chrysler,neon,1994-2005,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
ford,mustang,1964-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
hiunday,genesis,2008-2015,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
nissan,370z,2009-2012,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
nissan,qashqai,2007-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
infiniti,fx 45,2003-2012,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
mazda,cx 9,2007-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
nissan,patrol king,2013-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
ford,edge,2006-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
ford,explorer limited,2012-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
ford,fusion,2005-2011,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
hiunday,veloster,2011-2014,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
infiniti,fx 35,2003-2014,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
infiniti,jx 35,2013-2014,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
kia,optima,2006-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
mitsubishi,outlander,2003-2014,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
nissan,murano,2002-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
nissan,new pathfinder,2006-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
subaru,tribeca,2005-2014,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
audi,a1,2010-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
audi,s3,1998-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
brilliance,v5,2012-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
seat,leon style,1999-2004,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
subaru,wrx,2002-2007,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
subaru,xv,2010-2014,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
volkswagen,beetle,2000-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
volkswagen,bora,1998-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
volkswagen,golf,1993-2003,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
changan,cs 35 luxury,2014-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
chery,grand tiggo,2011-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
chrysler,town & country,2001-2007,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
ford,escape,2000-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
hiunday,azera,2013-2014,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
hiunday,santafe,2001-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
hiunday,sonata,2005-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
hiunday,tucson ix35,2011-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
hiunday,veracruz,2006-2012,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
honda,accord,2003-2015,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
honda,cr-v,2004-2007,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
honda,cr-v city,2012-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
honda,cr-v ex,2012-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
honda,cr-v lx,2012-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
honda,odyssey,1996-2004,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
honda,odyssey,2011,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
honda,pilot,2002-2008,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
jac,j6,2012-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
jac,potenza,2012-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
jeep,cherokee,1980-2007,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
jeep,compass,2007-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
jeep,liberty,2001-2013,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
kia,carens,2007-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
mazda,cx 5,2011-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
mazda,cx 7,2006-2013,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
mazda,mx 5,1998-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
nissan,juke,2010-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
nissan,x-trail,2001-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
renault,koleos,2008-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
subaru,wrx,2008-2014,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
suzuki,kizashi,2009-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
suzuki,s-cross,2012-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
toyota,rav 4,2000-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
brilliance,h530,2012-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
chrysler,pt cruiser,2000-2010,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
mg,mg 350,2012-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
skoda,octavia,1996-2003,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
subaru,impreza,1992-2005,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
subaru,impreza,2008-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
subaru,legacy,1989-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
subaru,outback,1997-2014,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
volkswagen,jetta,2000-2005,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
chery,tiggo,2011-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
chery,tiggo 2.0,2011-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
daihatsu,terios okii,2006-2014,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
ford,bronco ii,1983-1990,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
ford,explorer,1990-2009,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
ford,ranger,1994-2004,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
ford,sport trac,2002-2010,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
haima,7,2011-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
hiunday,i30,2008-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
hiunday,i35,2010-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
hiunday,i40,2011-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
hiunday,tucson,2004-2010,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
honda,civic,2006-2012,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
jac,b cross,2014-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
jac,j5,2010-2014,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
jac,rein,2012-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
jeep,wrangler,1987-2006,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
kia,cerato,2008-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
kia,koup race,2013-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
kia,sedona,1998-2006,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
kia,sorento,2010-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
kia,sportage,2004-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
land rover,freelander,1998-2006,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
mazda,5,2005-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
mazda,6,2008-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
mazda,b 2600,1994-2006,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
mitsubishi,asx,2010-2012,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
nissan,sentra,2013-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
renault,duster,2010-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
renault,fluence,2010-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
renault,megane,2009-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
renault,trafic,2014-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
subaru,impreza,2006-2007,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
subaru,outback,2015-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
suzuki,new gran vitara,2005-2016,"5x100-5x114,3",20,"8-8,5-9-9,5-10"
mazda,626,1998-2002,"5X114,3-5X120",14,"5,5-6-6,5-7-7,5"
mitsubishi,lancer,2008-2016,"5X114,3-5X120",14,"5,5-6-6,5-7-7,5"
chevrolet,blazer,1983-1998,"5X114,3-5X120",15,"6-6,5-7-7,5-8"
chery,xcross,2011-2016,"5X114,3-5X120",15,"6-6,5-7-7,5-8"
chrysler,gran caravan,1991-2001,"5X114,3-5X120",15,"6-6,5-7-7,5-8"
daewoo,leganza,2000-2003,"5X114,3-5X120",15,"6-6,5-7-7,5-8"
daihatsu,terios,1997-2005,"5X114,3-5X120",15,"6-6,5-7-7,5-8"
geely,ec7,2010-2016,"5X114,3-5X120",15,"6-6,5-7-7,5-8"
haima,3,2011-2016,"5X114,3-5X120",15,"6-6,5-7-7,5-8"
haima,freema,2011-2016,"5X114,3-5X120",15,"6-6,5-7-7,5-8"
hiunday,elantra,2006-2016,"5X114,3-5X120",15,"6-6,5-7-7,5-8"
kia,carens rondo,2006-2016,"5X114,3-5X120",15,"6-6,5-7-7,5-8"
kia,carnival,1999-2005,"5X114,3-5X120",15,"6-6,5-7-7,5-8"
kia,soul,2008-2016,"5X114,3-5X120",15,"6-6,5-7-7,5-8"
lifan,x60,2010-2015,"5X114,3-5X120",15,"6-6,5-7-7,5-8"
mazda,3,2003-2016,"5X114,3-5X120",15,"6-6,5-7-7,5-8"
mazda,b 2200,1994-2006,"5X114,3-5X120",15,"6-6,5-7-7,5-8"
renault,scenic,2009-2016,"5X114,3-5X120",15,"6-6,5-7-7,5-8"
suzuki,ertiga,2010-2016,"5X114,3-5X120",15,"6-6,5-7-7,5-8"
suzuki,sx4,2006-2016,"5X114,3-5X120",15,"6-6,5-7-7,5-8"
mazda,626,1998-2002,"5X114,3-5X120",15,"6-6,5-7-7,5-8"
mitsubishi,lancer,2008-2016,"5X114,3-5X120",15,"6-6,5-7-7,5-8"
bmw,530i,2013-2016,"5X114,3-5X120",15,"7-7,5-8-8,5"
land rover,range rover,1995-2016,"5X114,3-5X120",15,"7-7,5-8-8,5"
volkswagen,amarok,2010-2016,"5X114,3-5X120",15,"7-7,5-8-8,5"
chery,tiggo,2011-2016,"5X114,3-5X120",15,"7-7,5-8-8,5"
chery,tiggo 2.0,2011-2016,"5X114,3-5X120",15,"7-7,5-8-8,5"
daihatsu,terios okii,2006-2014,"5X114,3-5X120",15,"7-7,5-8-8,5"
ford,bronco ii,1983-1990,"5X114,3-5X120",15,"7-7,5-8-8,5"
ford,ranger,1994-2004,"5X114,3-5X120",15,"7-7,5-8-8,5"
ford,sport trac,2002-2010,"5X114,3-5X120",15,"7-7,5-8-8,5"
haima,7,2011-2016,"5X114,3-5X120",15,"7-7,5-8-8,5"
hiunday,i30,2008-2016,"5X114,3-5X120",15,"7-7,5-8-8,5"
hiunday,i35,2010-2016,"5X114,3-5X120",15,"7-7,5-8-8,5"
hiunday,i40,2011-2016,"5X114,3-5X120",15,"7-7,5-8-8,5"
hiunday,tucson,2004-2010,"5X114,3-5X120",15,"7-7,5-8-8,5"
honda,civic,2006-2012,"5X114,3-5X120",15,"7-7,5-8-8,5"
jac,b cross,2014-2016,"5X114,3-5X120",15,"7-7,5-8-8,5"
jac,j5,2010-2014,"5X114,3-5X120",15,"7-7,5-8-8,5"
jac,rein,2012-2016,"5X114,3-5X120",15,"7-7,5-8-8,5"
jeep,wrangler,1987-2006,"5X114,3-5X120",15,"7-7,5-8-8,5"
kia,cerato,2008-2016,"5X114,3-5X120",15,"7-7,5-8-8,5"
kia,koup race,2013-2016,"5X114,3-5X120",15,"7-7,5-8-8,5"
kia,sedona,1998-2006,"5X114,3-5X120",15,"7-7,5-8-8,5"
kia,sorento,2010-2016,"5X114,3-5X120",15,"7-7,5-8-8,5"
kia,sportage,2004-2016,"5X114,3-5X120",15,"7-7,5-8-8,5"
land rover,freelander,1998-2006,"5X114,3-5X120",15,"7-7,5-8-8,5"
mazda,5,2005-2016,"5X114,3-5X120",15,"7-7,5-8-8,5"
mazda,6,2008-2016,"5X114,3-5X120",15,"7-7,5-8-8,5"
mazda,b 2600,1994-2006,"5X114,3-5X120",15,"7-7,5-8-8,5"
mitsubishi,asx,2010-2012,"5X114,3-5X120",15,"7-7,5-8-8,5"
nissan,sentra,2013-2016,"5X114,3-5X120",15,"7-7,5-8-8,5"
nissan,x-trail,2001-2016,"5X114,3-5X120",15,"7-7,5-8-8,5"
renault,duster,2010-2016,"5X114,3-5X120",15,"7-7,5-8-8,5"
renault,fluence,2010-2016,"5X114,3-5X120",15,"7-7,5-8-8,5"
renault,megane,2009-2016,"5X114,3-5X120",15,"7-7,5-8-8,5"
renault,trafic,2014-2016,"5X114,3-5X120",15,"7-7,5-8-8,5"
subaru,impreza,2006-2007,"5X114,3-5X120",15,"7-7,5-8-8,5"
subaru,outback,2015-2016,"5X114,3-5X120",15,"7-7,5-8-8,5"
suzuki,new gran vitara,2005-2016,"5X114,3-5X120",15,"7-7,5-8-8,5"
chevrolet,blazer,1983-1998,"5X114,3-5X120",15,"7-7,5-8-8,5"
chery,xcross,2011-2016,"5X114,3-5X120",15,"7-7,5-8-8,5"
chrysler,gran caravan,1991-2001,"5X114,3-5X120",15,"7-7,5-8-8,5"
daewoo,leganza,2000-2003,"5X114,3-5X120",15,"7-7,5-8-8,5"
daihatsu,terios,1997-2005,"5X114,3-5X120",15,"7-7,5-8-8,5"
geely,ec7,2010-2016,"5X114,3-5X120",15,"7-7,5-8-8,5"
haima,3,2011-2016,"5X114,3-5X120",15,"7-7,5-8-8,5"
haima,freema,2011-2016,"5X114,3-5X120",15,"7-7,5-8-8,5"
hiunday,elantra,2006-2016,"5X114,3-5X120",15,"7-7,5-8-8,5"
kia,carens rondo,2006-2016,"5X114,3-5X120",15,"7-7,5-8-8,5"
kia,carnival,1999-2005,"5X114,3-5X120",15,"7-7,5-8-8,5"
kia,soul,2008-2016,"5X114,3-5X120",15,"7-7,5-8-8,5"
lifan,x60,2010-2015,"5X114,3-5X120",15,"7-7,5-8-8,5"
mazda,3,2003-2016,"5X114,3-5X120",15,"7-7,5-8-8,5"
mazda,b 2200,1994-2006,"5X114,3-5X120",15,"7-7,5-8-8,5"
renault,scenic,2009-2016,"5X114,3-5X120",15,"7-7,5-8-8,5"
suzuki,ertiga,2010-2016,"5X114,3-5X120",15,"7-7,5-8-8,5"
suzuki,sx4,2006-2016,"5X114,3-5X120",15,"7-7,5-8-8,5"
mazda,626,1998-2002,"5X114,3-5X120",15,"7-7,5-8-8,5"
mitsubishi,lancer,2008-2016,"5X114,3-5X120",15,"7-7,5-8-8,5"
bmw,120i,2004-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
bmw,125i,2004-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
bmw,130i,2004-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
bmw,320i,2004-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
bmw,325i,1977-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
bmw,328i,1977-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
bmw,330i,1977-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
bmw,335i,1977-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
bmw,428i,2013-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
bmw,525i,2013-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
bmw,528i,2013-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
bmw,540i,2013-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
bmw,545i,2013-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
bmw,550i,2013-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
bmw,745li,2015-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
bmw,active hibrid 3,2012-2015,"5X114,3-5X120",17,"7-7,5-8-8,5"
bmw,x1,2001-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
bmw,x3,2001-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
bmw,x4,2001-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
bmw,z4,2003-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
byd,qin,2006-2012,"5X114,3-5X120",17,"7-7,5-8-8,5"
honda,odyssey,2005-2010,"5X114,3-5X120",17,"7-7,5-8-8,5"
honda,odyssey,2012-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
honda,pilot,2009-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
changan,cs 35 luxury,2014-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
chery,grand tiggo,2011-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
chrysler,town & country,2001-2007,"5X114,3-5X120",17,"7-7,5-8-8,5"
ford,escape,2000-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
ford,explorer,1990-2009,"5X114,3-5X120",17,"7-7,5-8-8,5"
hiunday,azera,2013-2014,"5X114,3-5X120",17,"7-7,5-8-8,5"
hiunday,santafe,2001-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
hiunday,sonata,2005-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
hiunday,tucson ix35,2011-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
hiunday,veracruz,2006-2012,"5X114,3-5X120",17,"7-7,5-8-8,5"
honda,accord,2003-2015,"5X114,3-5X120",17,"7-7,5-8-8,5"
honda,cr-v,2004-2007,"5X114,3-5X120",17,"7-7,5-8-8,5"
honda,cr-v city,2012-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
honda,cr-v ex,2012-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
honda,cr-v lx,2012-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
honda,odyssey,1996-2004,"5X114,3-5X120",17,"7-7,5-8-8,5"
honda,odyssey,2011,"5X114,3-5X120",17,"7-7,5-8-8,5"
honda,pilot,2002-2008,"5X114,3-5X120",17,"7-7,5-8-8,5"
jac,j6,2012-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
jac,potenza,2012-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
jeep,cherokee,1980-2007,"5X114,3-5X120",17,"7-7,5-8-8,5"
jeep,compass,2007-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
jeep,liberty,2001-2013,"5X114,3-5X120",17,"7-7,5-8-8,5"
kia,carens,2007-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
mazda,cx 5,2011-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
mazda,cx 7,2006-2013,"5X114,3-5X120",17,"7-7,5-8-8,5"
mazda,mx 5,1998-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
nissan,juke,2010-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
renault,koleos,2008-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
subaru,wrx,2008-2014,"5X114,3-5X120",17,"7-7,5-8-8,5"
suzuki,kizashi,2009-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
suzuki,s-cross,2012-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
toyota,rav 4,2000-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
bmw,530i,2013-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
land rover,range rover,1995-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
volkswagen,amarok,2010-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
chery,tiggo,2011-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
chery,tiggo 2.0,2011-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
daihatsu,terios okii,2006-2014,"5X114,3-5X120",17,"7-7,5-8-8,5"
ford,bronco ii,1983-1990,"5X114,3-5X120",17,"7-7,5-8-8,5"
ford,ranger,1994-2004,"5X114,3-5X120",17,"7-7,5-8-8,5"
ford,sport trac,2002-2010,"5X114,3-5X120",17,"7-7,5-8-8,5"
haima,7,2011-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
hiunday,i30,2008-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
hiunday,i35,2010-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
hiunday,i40,2011-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
hiunday,tucson,2004-2010,"5X114,3-5X120",17,"7-7,5-8-8,5"
honda,civic,2006-2012,"5X114,3-5X120",17,"7-7,5-8-8,5"
jac,b cross,2014-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
jac,j5,2010-2014,"5X114,3-5X120",17,"7-7,5-8-8,5"
jac,rein,2012-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
jeep,wrangler,1987-2006,"5X114,3-5X120",17,"7-7,5-8-8,5"
kia,cerato,2008-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
kia,koup race,2013-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
kia,sedona,1998-2006,"5X114,3-5X120",17,"7-7,5-8-8,5"
kia,sorento,2010-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
kia,sportage,2004-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
land rover,freelander,1998-2006,"5X114,3-5X120",17,"7-7,5-8-8,5"
mazda,5,2005-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
mazda,6,2008-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
mazda,b 2600,1994-2006,"5X114,3-5X120",17,"7-7,5-8-8,5"
mitsubishi,asx,2010-2012,"5X114,3-5X120",17,"7-7,5-8-8,5"
nissan,sentra,2013-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
nissan,x-trail,2001-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
renault,duster,2010-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
renault,fluence,2010-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
renault,megane,2009-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
renault,trafic,2014-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
subaru,impreza,2006-2007,"5X114,3-5X120",17,"7-7,5-8-8,5"
subaru,outback,2015-2016,"5X114,3-5X120",17,"7-7,5-8-8,5"
